poster_number,avg_node_distance,avg_node_distance_kw,avg_random,number_recommend
12921,0.4,2.1,3.0,3
12921,0.9,3.0,2.7,4
12921,0.6,2.1,3.0,5
3644,3.0,3.0,2.9,1
3644,1.7,2.7,2.8,2
3644,1.8,3.0,2.9,3
3644,1.4,2.8,2.8,4
3644,1.2,2.6,3.0,5
6416,2.5,2.6,3.0,1
6416,2.6,1.9,2.9,2
6416,1.6,2.1,3.0,3
6416,1.1,2.4,3.0,4
6416,1.8,2.3,2.9,5
13545,1.9,2.3,2.8,1
13545,0.7,2.4,2.7,2
13545,0.8,0.8,2.7,3
13545,0.6,0.7,2.9,4
13545,0.6,1.1,2.6,5
7595,2.1,2.2,3.0,1
7595,1.1,2.1,3.0,2
7595,0.6,2.4,3.0,3
7595,0.5,1.7,3.0,4
7595,0.4,2.5,2.8,5
4301,0.7,1.9,3.0,1
4301,0.9,0.8,2.6,2
4301,0.9,0.6,2.5,3
4301,0.6,0.6,2.4,4
4301,0.6,1.1,2.6,5
3845,1.9,1.9,2.8,1
3845,1.7,2.1,2.8,2
3845,1.2,2.1,2.7,3
3845,1.4,2.6,2.6,4
3845,1.5,1.6,2.7,5
11155,1.7,2.7,2.7,1
11155,1.4,2.4,2.9,2
11155,1.4,2.2,2.5,3
11155,1.3,2.2,2.9,4
11155,1.4,2.1,2.8,5
12921,2.0,2.4,3.0,1
12921,2.5,2.6,2.9,2
12921,2.1,2.3,2.9,3
12921,1.6,2.5,3.0,4
12921,0.8,3.0,3.0,5
1960,1.3,2.6,2.3,1
1960,0.9,2.7,2.5,2
1960,0.7,2.4,2.5,3
1960,0.7,2.7,2.9,4
1960,0.6,2.4,2.9,5
8468,2.9,2.8,2.7,1
8468,1.5,2.5,2.9,2
8468,1.3,2.3,2.6,3
8468,2.0,2.8,2.7,4
8468,1.7,2.2,2.7,5
6541,1.7,1.7,2.7,1
6541,1.8,1.9,2.7,2
6541,1.4,2.0,2.8,3
6541,1.4,1.9,3.0,4
6541,1.4,1.7,2.8,5
7042,2.9,3.0,3.0,1
7042,2.6,2.7,2.8,2
7042,1.2,2.5,2.8,3
7042,1.0,2.6,2.8,4
7042,0.7,2.9,2.9,5
7458,2.4,3.0,2.7,1
7458,0.1,1.3,2.3,2
7458,0.0,1.0,2.9,3
7458,0.0,1.1,2.6,4
7458,0.1,0.9,2.6,5
1996,1.8,2.4,3.0,1
1996,1.2,2.4,2.9,2
1996,0.8,2.7,2.9,3
1996,0.7,2.5,2.8,4
1996,0.4,2.0,2.9,5
3685,2.8,2.9,2.9,1
3685,2.7,2.9,2.8,2
3685,2.3,2.7,2.8,3
3685,2.0,2.8,2.4,4
3685,1.6,2.8,2.3,5
4637,2.9,2.9,3.0,1
4637,2.6,2.9,2.9,2
4637,2.4,3.0,2.9,3
4637,2.4,2.9,2.9,4
4637,2.4,2.7,3.0,5
14249,0.8,1.6,2.6,1
14249,0.6,2.7,2.6,2
14249,0.6,2.2,2.7,3
14249,0.4,0.9,2.8,4
14249,0.6,1.6,2.7,5
5060,2.2,2.6,2.3,1
5060,1.4,1.6,2.8,2
5060,1.1,2.5,2.9,3
5060,0.6,2.3,2.5,4
5060,0.9,1.9,2.7,5
14057,2.1,2.7,2.6,1
14057,1.6,1.5,2.6,2
14057,1.2,1.4,2.8,3
14057,0.9,1.8,2.6,4
14057,1.0,1.1,2.6,5
305,1.9,2.1,2.7,1
305,1.4,1.4,3.0,2
305,1.9,1.5,2.8,3
305,0.8,1.7,2.5,4
305,1.0,1.5,2.8,5
3730,2.1,2.2,2.8,1
3730,1.2,2.6,3.0,2
3730,0.7,2.2,2.8,3
3730,0.6,2.1,2.5,4
3730,0.4,1.8,2.8,5
7177,3.0,3.0,2.9,1
7177,2.7,3.0,2.8,2
7177,1.2,3.0,2.9,3
7177,1.2,3.0,3.0,4
7177,1.3,3.0,3.0,5
8492,1.1,2.9,3.0,1
8492,1.5,2.7,2.8,2
8492,1.0,2.8,2.8,3
8492,1.0,1.4,2.2,4
8492,1.1,1.7,2.9,5
3111,0.6,2.6,3.0,1
3111,0.3,2.7,2.7,2
3111,0.0,1.6,2.9,3
3111,0.0,1.8,3.0,4
3111,0.0,2.5,2.8,5
4830,2.9,2.3,2.8,1
4830,2.4,2.2,2.7,2
4830,1.9,2.5,2.8,3
4830,1.7,2.7,2.8,4
4830,1.9,2.5,2.7,5
11219,1.2,2.3,2.4,1
11219,1.3,2.4,2.6,2
11219,0.8,1.1,2.2,3
11219,1.1,1.4,2.9,4
11219,1.1,2.0,3.0,5
3091,1.0,2.5,2.7,1
3091,0.9,2.6,2.6,2
3091,0.7,2.1,2.8,3
3091,0.9,1.2,2.9,4
3091,0.7,1.2,2.8,5
4357,1.9,2.3,2.9,1
4357,1.1,2.4,2.9,2
4357,1.2,2.4,2.8,3
4357,1.1,1.6,2.5,4
4357,1.1,1.9,2.9,5
5149,0.7,0.9,3.0,1
5149,0.9,0.9,3.0,2
5149,1.3,1.1,2.8,3
5149,0.9,1.0,3.0,4
5149,1.2,0.8,3.0,5
10133,2.0,2.5,2.6,1
10133,0.6,2.5,3.0,2
10133,0.6,3.0,2.8,3
10133,0.6,2.8,2.9,4
10133,0.6,1.9,2.5,5
8692,1.9,2.1,2.9,1
8692,1.0,2.7,2.9,2
8692,0.9,3.0,2.9,3
8692,0.7,2.1,2.6,4
8692,0.8,2.1,2.7,5
6938,1.6,2.6,3.0,1
6938,1.1,2.8,2.9,2
6938,0.7,2.7,2.8,3
6938,0.3,2.8,3.0,4
6938,0.5,3.0,3.0,5
11905,1.7,2.9,2.8,1
11905,0.8,2.9,2.8,2
11905,0.7,2.7,2.7,3
11905,0.4,2.6,3.0,4
11905,0.6,1.7,2.5,5
246,2.6,2.6,2.8,1
246,2.0,2.3,2.8,2
246,1.9,2.5,2.3,3
246,1.5,1.9,2.6,4
246,1.4,2.2,2.4,5
11284,2.1,1.3,2.6,1
11284,1.9,1.4,2.5,2
11284,1.6,1.4,2.8,3
11284,1.3,1.4,2.7,4
11284,1.1,1.4,2.5,5
6186,2.7,3.0,2.7,1
6186,2.2,1.7,2.9,2
6186,1.6,3.0,2.9,3
6186,1.9,3.0,2.7,4
6186,1.1,3.0,2.6,5
4306,0.7,1.8,2.6,1
4306,0.8,1.1,2.6,2
4306,0.5,0.9,2.6,3
4306,0.5,1.1,2.8,4
4306,0.5,1.1,2.7,5
10265,1.7,1.0,2.9,1
10265,0.9,1.7,2.9,2
10265,1.2,1.7,2.4,3
10265,1.3,1.6,2.7,4
10265,0.9,1.6,2.7,5
13808,3.0,3.0,2.9,1
13808,2.2,2.9,3.0,2
13808,1.6,2.4,3.0,3
13808,1.1,2.4,2.9,4
13808,0.9,2.6,2.9,5
7467,2.7,2.5,2.9,1
7467,2.4,2.5,2.9,2
7467,2.1,2.7,3.0,3
7467,1.8,1.9,2.4,4
7467,1.9,1.5,2.8,5
12990,2.0,2.3,2.8,1
12990,1.9,1.9,3.0,2
12990,1.3,2.4,2.7,3
12990,1.7,2.8,2.9,4
12990,1.3,2.5,2.8,5
12366,3.0,2.9,3.0,1
12366,2.7,3.0,3.0,2
12366,2.4,3.0,2.9,3
12366,2.3,3.0,2.8,4
12366,2.3,3.0,2.9,5
10032,2.3,1.8,3.0,1
10032,0.7,1.7,2.8,2
10032,1.1,1.4,2.4,3
10032,0.7,1.5,3.0,4
10032,0.7,2.0,2.9,5
1531,2.0,1.8,2.6,1
1531,1.2,1.9,2.8,2
1531,1.0,1.4,2.8,3
1531,0.8,1.4,2.6,4
1531,0.8,1.8,2.7,5
8679,2.1,2.0,3.0,1
8679,1.3,1.6,3.0,2
8679,0.8,1.7,2.8,3
8679,1.0,2.5,2.9,4
8679,0.8,2.0,3.0,5
14528,2.5,2.2,2.9,1
14528,1.6,3.0,2.6,2
14528,1.4,1.8,3.0,3
14528,1.8,1.6,3.0,4
14528,1.5,1.8,3.0,5
907,2.9,2.8,2.8,1
907,2.6,2.6,2.6,2
907,1.9,2.7,2.7,3
907,1.1,2.7,2.7,4
907,1.3,2.5,2.8,5
10489,0.8,2.1,2.9,1
10489,0.8,2.0,2.6,2
10489,0.7,2.3,2.8,3
10489,1.0,1.5,3.0,4
10489,1.0,1.1,2.8,5
14297,1.4,2.7,2.6,1
14297,1.0,2.5,2.7,2
14297,0.7,2.0,2.7,3
14297,0.6,2.1,3.0,4
14297,0.5,2.2,2.8,5
8323,2.2,2.4,2.8,1
8323,1.8,2.3,3.0,2
8323,1.1,2.2,2.8,3
8323,1.6,2.8,2.8,4
8323,1.8,2.3,2.4,5
11922,1.5,2.2,2.5,1
11922,0.9,2.3,2.6,2
11922,1.0,0.4,2.7,3
11922,0.6,0.8,2.7,4
11922,0.8,0.5,2.6,5
6335,0.8,1.6,2.9,1
6335,0.6,1.7,2.9,2
6335,0.2,1.6,3.0,3
6335,0.1,1.6,2.7,4
6335,0.4,2.6,2.7,5
4020,2.7,2.6,2.7,1
4020,1.5,2.6,2.9,2
4020,1.3,2.6,2.6,3
4020,1.6,1.5,2.5,4
4020,1.4,2.7,2.7,5
9338,1.0,2.9,2.7,1
9338,0.9,2.3,2.8,2
9338,1.0,1.2,2.5,3
9338,0.8,1.5,2.7,4
9338,1.0,1.4,2.5,5
5625,1.7,2.4,2.2,1
5625,1.0,2.3,2.7,2
5625,0.3,2.8,2.7,3
5625,0.3,2.3,2.8,4
5625,0.3,2.4,2.5,5
11676,1.6,2.8,2.9,1
11676,0.4,2.8,3.0,2
11676,0.4,3.0,3.0,3
11676,0.3,3.0,2.9,4
11676,0.5,2.9,3.0,5
14166,1.8,2.5,2.6,1
14166,1.6,2.6,2.7,2
14166,1.3,2.4,2.8,3
14166,1.3,2.5,2.9,4
14166,1.5,2.7,3.0,5
4737,0.6,2.1,2.6,1
4737,0.6,2.1,3.0,2
4737,0.6,1.8,2.3,3
4737,0.6,2.1,2.7,4
4737,0.6,1.9,2.8,5
13062,1.3,3.0,3.0,1
13062,1.0,3.0,3.0,2
13062,1.2,3.0,3.0,3
13062,1.0,3.0,2.6,4
13062,0.9,3.0,2.7,5
1961,1.3,1.0,2.5,1
1961,0.1,1.2,2.6,2
1961,0.4,2.5,3.0,3
1961,0.1,2.2,2.4,4
1961,0.1,2.0,2.9,5
6289,1.5,2.6,2.9,1
6289,1.3,0.8,2.8,2
6289,0.9,1.0,2.8,3
6289,1.0,1.0,2.5,4
6289,0.9,0.9,2.7,5
2153,2.7,1.9,2.9,1
2153,1.6,2.7,3.0,2
2153,1.8,2.9,3.0,3
2153,1.6,2.8,2.8,4
2153,1.6,3.0,3.0,5
12807,1.3,1.2,2.9,1
12807,1.3,1.4,2.8,2
12807,1.2,1.6,2.4,3
12807,0.7,1.3,2.8,4
12807,0.9,0.8,3.0,5
9586,2.4,2.1,2.8,1
9586,2.2,3.0,3.0,2
9586,1.4,3.0,2.5,3
9586,1.1,2.9,2.9,4
9586,1.3,3.0,2.9,5
5119,0.6,3.0,2.6,1
5119,0.5,3.0,2.8,2
5119,0.7,1.8,2.7,3
5119,0.7,2.9,2.6,4
5119,0.6,2.9,2.3,5
11773,3.0,3.0,3.0,1
11773,2.7,2.7,3.0,2
11773,2.4,3.0,3.0,3
11773,1.8,3.0,3.0,4
11773,1.5,3.0,3.0,5
14509,1.8,1.8,2.9,1
14509,1.3,2.2,3.0,2
14509,1.5,1.9,2.7,3
14509,1.0,2.6,2.9,4
14509,1.0,2.6,2.8,5
14037,3.0,3.0,3.0,1
14037,2.4,3.0,3.0,2
14037,2.2,3.0,3.0,3
14037,2.3,3.0,2.8,4
14037,2.3,2.9,2.7,5
10260,2.4,1.3,2.7,1
10260,1.1,1.7,2.5,2
10260,0.8,1.5,2.8,3
10260,0.6,1.9,2.9,4
10260,0.8,1.5,2.9,5
849,3.0,2.7,2.6,1
849,1.6,3.0,2.7,2
849,1.1,2.6,2.6,3
849,1.0,2.4,2.9,4
849,1.1,2.2,2.8,5
5288,1.8,3.0,3.0,1
5288,2.1,2.4,2.5,2
5288,1.7,2.1,2.8,3
5288,1.4,2.2,2.7,4
5288,1.8,2.3,2.6,5
9195,2.2,2.6,2.9,1
9195,2.0,2.5,3.0,2
9195,1.7,2.2,2.5,3
9195,1.4,2.4,2.7,4
9195,1.7,2.3,2.8,5
9130,3.0,3.0,2.7,1
9130,2.5,2.7,2.9,2
9130,1.8,2.4,2.8,3
9130,2.0,2.7,2.7,4
9130,1.7,2.7,2.9,5
10169,1.0,2.3,2.8,1
10169,1.3,1.8,2.4,2
10169,1.6,2.3,3.0,3
10169,2.1,2.7,2.8,4
10169,1.8,1.7,3.0,5
5734,2.1,2.9,2.7,1
5734,1.2,1.0,2.9,2
5734,1.2,1.5,2.8,3
5734,1.0,1.0,2.3,4
5734,1.1,1.9,2.8,5
1398,2.8,2.7,2.6,1
1398,1.7,2.3,2.7,2
1398,0.8,2.0,2.7,3
1398,0.8,2.0,2.9,4
1398,0.7,1.2,1.9,5
4923,0.5,1.3,2.3,1
4923,0.2,1.2,2.7,2
4923,0.4,1.1,2.6,3
4923,1.4,0.9,2.8,4
4923,1.6,1.3,2.7,5
12897,1.7,1.5,2.8,1
12897,1.6,1.8,2.7,2
12897,1.1,2.0,2.8,3
12897,0.9,2.0,2.7,4
12897,0.9,2.1,2.8,5
5898,2.1,1.9,2.6,1
5898,1.0,2.3,2.7,2
5898,0.8,2.9,2.9,3
5898,0.6,2.8,2.9,4
5898,0.5,2.3,2.7,5
8560,2.6,2.5,3.0,1
8560,1.4,2.1,3.0,2
8560,0.9,2.8,2.9,3
8560,0.3,2.8,2.9,4
8560,0.6,3.0,2.6,5
991,1.7,2.6,2.9,1
991,1.4,1.9,3.0,2
991,1.5,2.7,2.9,3
991,1.3,2.9,3.0,4
991,1.3,2.8,3.0,5
14211,2.7,2.8,2.5,1
14211,2.2,2.5,2.8,2
14211,1.7,3.0,3.0,3
14211,1.3,3.0,2.7,4
14211,1.6,2.4,2.6,5
13491,1.0,2.7,2.6,1
13491,1.2,2.0,2.7,2
13491,0.6,1.2,2.8,3
13491,0.3,1.6,2.9,4
13491,0.3,1.6,2.7,5
9309,2.7,2.5,2.9,1
9309,1.9,2.7,2.9,2
9309,0.9,2.5,3.0,3
9309,1.0,2.8,3.0,4
9309,1.1,2.5,3.0,5
5971,2.8,2.5,2.8,1
5971,2.1,2.9,2.5,2
5971,2.0,2.5,2.9,3
5971,1.6,2.7,2.6,4
5971,1.5,2.7,2.7,5
13330,2.0,2.2,2.8,1
13330,1.2,1.1,2.8,2
13330,1.2,2.0,2.8,3
13330,0.6,2.3,2.9,4
13330,0.7,2.1,2.7,5
7821,2.1,2.8,2.9,1
7821,0.9,2.5,3.0,2
7821,1.0,2.6,2.6,3
7821,0.8,2.7,2.6,4
7821,1.1,2.9,2.9,5
11991,3.0,2.3,2.8,1
11991,2.7,2.7,2.2,2
11991,2.7,1.7,2.4,3
11991,1.8,2.2,2.6,4
11991,2.1,2.5,3.0,5
4000,2.1,2.7,2.9,1
4000,1.4,2.5,2.8,2
4000,1.0,2.3,2.8,3
4000,1.6,2.9,2.4,4
4000,1.8,2.3,2.2,5
4366,3.0,2.7,2.7,1
4366,1.0,2.4,2.5,2
4366,1.2,2.8,2.8,3
4366,1.0,2.2,2.6,4
4366,0.5,2.0,2.6,5
9914,2.1,2.6,2.8,1
9914,1.6,2.4,2.7,2
9914,1.4,2.7,2.9,3
9914,1.2,2.5,2.8,4
9914,0.9,2.4,2.7,5
3306,0.6,1.0,2.9,1
3306,0.1,0.8,2.9,2
3306,0.2,1.1,2.6,3
3306,0.5,0.7,2.7,4
3306,0.2,1.2,2.6,5
7974,3.0,3.0,2.9,1
7974,2.1,2.0,2.8,2
7974,1.1,2.1,3.0,3
7974,0.9,2.3,2.9,4
7974,0.9,2.4,3.0,5
4719,1.0,2.9,2.9,1
4719,1.9,2.7,2.8,2
4719,0.8,2.7,2.9,3
4719,0.9,3.0,2.7,4
4719,0.5,2.5,2.9,5
13896,1.6,1.3,2.6,1
13896,0.9,1.3,2.7,2
13896,0.6,1.4,3.0,3
13896,0.7,1.2,2.7,4
13896,1.0,1.4,2.8,5
14046,2.0,1.9,3.0,1
14046,1.9,3.0,3.0,2
14046,1.1,3.0,3.0,3
14046,0.8,3.0,2.9,4
14046,0.7,3.0,3.0,5
5648,1.5,2.5,2.7,1
5648,1.4,1.2,2.9,2
5648,1.1,1.6,3.0,3
5648,0.8,1.3,2.7,4
5648,0.8,1.5,2.9,5
1984,2.2,2.6,2.8,1
1984,1.2,2.4,2.9,2
1984,0.6,2.4,2.7,3
1984,0.3,1.8,2.8,4
1984,0.4,2.5,2.9,5
7612,1.4,1.3,2.6,1
7612,1.2,2.6,2.9,2
7612,1.0,2.1,2.6,3
7612,1.0,2.6,2.6,4
7612,1.2,2.4,2.6,5
5462,2.4,2.1,3.0,1
5462,1.5,1.5,3.0,2
5462,1.5,1.5,3.0,3
5462,1.5,1.5,3.0,4
5462,1.8,1.6,2.8,5
5150,2.8,3.0,2.9,1
5150,1.0,2.9,2.9,2
5150,1.4,3.0,3.0,3
5150,1.8,2.7,2.9,4
5150,1.9,3.0,3.0,5
8836,2.8,2.3,2.7,1
8836,2.1,2.0,2.8,2
8836,2.3,2.2,2.7,3
8836,1.8,1.5,2.5,4
8836,2.1,2.3,2.6,5
13878,0.8,1.6,2.9,1
13878,0.6,1.0,2.4,2
13878,0.3,1.2,2.9,3
13878,0.4,1.0,2.8,4
13878,0.5,1.1,2.9,5
11981,1.5,1.5,2.9,1
11981,1.1,1.8,2.9,2
11981,1.0,2.8,2.8,3
11981,1.1,2.1,3.0,4
11981,0.9,1.9,3.0,5
11723,0.5,1.6,2.6,1
11723,0.2,0.9,2.7,2
11723,0.3,0.9,2.9,3
11723,0.5,1.0,2.8,4
11723,0.5,1.0,2.8,5
7131,2.1,2.1,2.9,1
7131,1.4,2.1,2.7,2
7131,1.4,1.9,2.5,3
7131,1.0,1.7,2.5,4
7131,1.2,2.2,2.9,5
11362,2.3,1.5,2.8,1
11362,1.4,1.4,2.9,2
11362,2.1,2.2,2.8,3
11362,2.4,2.6,3.0,4
11362,2.0,2.7,3.0,5
10855,2.4,2.0,2.5,1
10855,1.8,2.0,2.8,2
10855,1.8,2.9,3.0,3
10855,1.5,2.6,2.9,4
10855,1.5,3.0,2.7,5
11510,1.0,1.9,2.8,1
11510,0.4,2.1,3.0,2
11510,0.4,2.1,2.9,3
11510,0.4,2.6,2.6,4
11510,0.4,2.4,2.7,5
11002,2.1,2.0,2.6,1
11002,1.5,2.0,2.6,2
11002,1.5,2.7,2.6,3
11002,1.3,2.7,2.7,4
11002,1.8,2.7,2.7,5
9090,2.4,2.8,2.9,1
9090,1.8,3.0,2.8,2
9090,1.9,2.7,3.0,3
9090,1.2,2.3,2.9,4
9090,1.8,2.7,3.0,5
14200,3.0,3.0,2.9,1
14200,2.1,3.0,1.9,2
14200,3.0,3.0,2.7,3
14200,3.0,3.0,2.8,4
14200,2.7,2.7,2.8,5
7234,2.6,2.7,2.8,1
7234,2.2,2.5,2.9,2
7234,2.0,3.0,3.0,3
7234,1.4,3.0,2.8,4
7234,1.4,3.0,3.0,5
9861,2.7,2.3,3.0,1
9861,2.3,2.5,2.9,2
9861,1.4,1.5,2.6,3
9861,1.9,1.5,3.0,4
9861,1.8,1.8,3.0,5
10821,2.4,1.6,2.8,1
10821,1.8,2.5,3.0,2
10821,0.2,2.5,3.0,3
10821,1.4,2.9,2.9,4
10821,0.9,1.7,3.0,5
11816,2.5,2.7,3.0,1
11816,2.7,3.0,2.9,2
11816,1.4,2.5,3.0,3
11816,1.6,3.0,2.9,4
11816,2.0,3.0,2.8,5
5529,2.4,2.2,2.9,1
5529,0.6,2.4,2.9,2
5529,0.4,2.2,3.0,3
5529,0.5,2.0,2.9,4
5529,0.9,2.3,2.7,5
8080,1.8,1.7,2.6,1
8080,0.9,1.9,2.7,2
8080,0.8,1.7,2.5,3
8080,0.7,2.1,2.7,4
8080,0.8,2.2,2.8,5
10647,1.3,2.7,2.7,1
10647,1.0,1.9,2.8,2
10647,0.4,2.8,2.4,3
10647,0.4,2.5,2.8,4
10647,0.4,2.7,2.7,5
8460,2.0,2.7,2.8,1
8460,1.5,2.4,2.7,2
8460,1.2,2.8,2.6,3
8460,1.4,2.9,2.6,4
8460,1.1,2.7,2.7,5
5486,2.8,2.7,3.0,1
5486,1.7,1.1,2.9,2
5486,0.8,1.6,2.5,3
5486,0.9,2.4,3.0,4
5486,1.2,2.3,3.0,5
1341,1.0,1.7,3.0,1
1341,0.1,1.2,2.8,2
1341,0.3,1.8,3.0,3
1341,0.2,1.1,2.6,4
1341,0.1,1.0,2.9,5
9121,2.0,2.4,2.9,1
9121,2.1,2.3,2.9,2
9121,2.1,2.3,2.9,3
9121,2.0,2.3,3.0,4
9121,1.5,2.4,2.9,5
14582,1.5,2.8,2.7,1
14582,1.5,2.4,3.0,2
14582,1.6,2.8,3.0,3
14582,2.2,2.9,2.8,4
14582,1.9,2.7,2.9,5
10110,1.9,2.9,2.8,1
10110,0.8,2.8,3.0,2
10110,0.7,2.8,2.9,3
10110,0.6,2.9,2.7,4
10110,0.9,2.4,2.9,5
10883,0.0,2.4,2.9,1
10883,0.0,1.9,2.9,2
10883,0.0,2.0,2.9,3
10883,0.6,1.8,2.8,4
10883,0.8,2.3,2.7,5
2197,1.5,2.9,3.0,1
2197,1.0,2.1,2.9,2
2197,1.2,2.0,2.6,3
2197,1.2,1.7,3.0,4
2197,1.5,2.0,2.9,5
2635,2.9,2.9,2.9,1
2635,1.9,3.0,2.9,2
2635,2.0,3.0,3.0,3
2635,2.3,3.0,2.9,4
2635,2.2,2.7,3.0,5
1215,0.9,1.9,2.8,1
1215,1.0,1.3,2.8,2
1215,0.9,1.0,2.6,3
1215,0.8,1.3,2.8,4
1215,0.5,1.2,2.7,5
9948,0.9,1.2,2.7,1
9948,0.5,1.2,2.5,2
9948,0.4,1.0,2.6,3
9948,0.6,1.2,2.3,4
9948,0.6,1.0,2.7,5
2192,2.0,2.9,3.0,1
2192,1.8,3.0,2.9,2
2192,1.1,2.9,3.0,3
2192,1.4,2.7,3.0,4
2192,1.3,2.3,3.0,5
5708,2.9,3.0,2.9,1
5708,2.4,2.3,2.7,2
5708,2.7,2.3,2.6,3
5708,1.3,2.0,2.4,4
5708,0.8,2.6,2.6,5
14110,0.8,1.3,2.5,1
14110,0.4,1.1,2.6,2
14110,0.5,1.1,2.3,3
14110,0.5,1.2,2.7,4
14110,0.6,1.1,2.9,5
476,1.2,2.3,2.6,1
476,0.9,2.5,2.7,2
476,0.7,2.2,2.7,3
476,0.7,1.9,3.0,4
476,0.7,2.3,2.8,5
9966,0.9,1.5,2.7,1
9966,0.7,1.0,2.3,2
9966,0.6,1.2,2.3,3
9966,0.6,0.9,2.9,4
9966,0.5,0.9,2.7,5
3480,1.4,2.0,2.8,1
3480,0.9,1.9,2.7,2
3480,1.2,2.9,2.6,3
3480,0.4,1.3,3.0,4
3480,0.4,1.1,2.7,5
11908,2.4,2.8,2.7,1
11908,1.9,1.9,2.9,2
11908,1.5,2.0,2.9,3
11908,1.1,2.2,3.0,4
11908,0.8,2.5,2.8,5
9365,2.6,3.0,2.6,1
9365,1.8,2.0,2.7,2
9365,1.2,1.9,2.7,3
9365,0.8,2.0,3.0,4
9365,0.5,2.4,2.5,5
10030,0.7,2.1,2.9,1
10030,1.0,1.5,2.5,2
10030,0.9,1.5,2.7,3
10030,0.7,2.0,3.0,4
10030,0.7,1.6,2.6,5
12497,1.5,2.7,2.9,1
12497,1.0,2.3,2.4,2
12497,1.1,2.1,2.9,3
12497,1.3,2.0,2.6,4
12497,1.8,2.1,2.8,5
6755,2.3,1.0,3.0,1
6755,2.6,1.4,2.8,2
6755,1.1,1.5,2.9,3
6755,1.4,1.8,2.7,4
6755,1.4,1.3,2.6,5
6635,2.5,3.0,2.8,1
6635,2.4,2.5,2.7,2
6635,1.1,2.8,2.7,3
