poster_number,avg_node_distance,avg_node_distance_kw,avg_random,number_recommend
6826,0.0,2.6,2.7,5
9127,2.0,3.0,2.7,1
9127,2.0,2.7,2.5,2
9127,1.8,2.6,2.7,3
9127,2.0,2.7,2.8,4
9127,1.9,2.7,2.8,5
9178,2.9,2.0,2.6,1
9178,2.6,1.9,2.6,2
9178,2.1,1.8,2.6,3
9178,0.3,2.7,2.6,4
9178,0.4,1.6,2.7,5
10965,0.9,2.7,2.8,1
10965,0.8,2.0,2.5,2
10965,0.7,2.0,2.7,3
10965,0.8,1.5,2.7,4
10965,0.7,1.5,2.8,5
1427,1.9,2.4,2.8,1
1427,1.7,2.3,2.7,2
1427,1.7,2.3,2.6,3
1427,1.9,2.4,2.9,4
1427,1.7,2.3,2.5,5
10038,1.9,1.4,2.8,1
10038,0.5,1.4,3.0,2
10038,0.9,1.9,2.7,3
10038,0.5,1.6,2.9,4
10038,0.4,2.1,2.8,5
8850,2.0,2.3,3.0,1
8850,1.6,1.8,2.7,2
8850,1.5,1.4,2.8,3
8850,1.3,1.3,2.9,4
8850,0.7,1.2,2.8,5
2586,2.7,2.5,2.8,1
2586,1.7,2.4,2.8,2
2586,1.2,2.4,2.9,3
2586,1.4,2.5,3.0,4
2586,1.4,2.6,2.5,5
3863,1.7,2.3,2.5,1
3863,1.8,1.7,2.8,2
3863,1.7,1.8,2.5,3
3863,0.9,1.6,2.6,4
3863,0.7,1.4,2.7,5
5499,2.5,2.8,2.5,1
5499,2.0,2.4,2.6,2
5499,1.7,2.7,2.7,3
5499,1.2,2.8,2.6,4
5499,1.2,2.5,2.7,5
701,2.1,2.3,2.6,1
701,1.6,2.2,2.9,2
701,0.8,2.6,2.8,3
701,0.5,1.9,2.2,4
701,0.5,2.1,2.8,5
10836,1.2,2.6,2.7,1
10836,0.5,2.0,2.9,2
10836,0.4,2.6,2.6,3
10836,0.4,1.8,2.9,4
10836,1.0,2.7,3.0,5
11554,2.2,2.4,2.7,1
11554,0.9,2.9,2.5,2
11554,1.2,2.5,2.4,3
11554,0.5,2.9,2.9,4
11554,0.7,3.0,2.3,5
2516,2.3,2.8,2.5,1
2516,0.9,2.3,2.5,2
2516,0.9,1.9,2.7,3
2516,1.0,2.3,2.7,4
2516,0.7,2.6,2.4,5
11377,2.9,2.7,2.8,1
11377,2.4,2.3,2.6,2
11377,1.6,2.8,3.0,3
11377,1.7,2.8,3.0,4
11377,1.8,2.7,2.9,5
1691,2.0,1.5,2.7,1
1691,2.4,1.7,2.9,2
1691,2.2,2.0,2.6,3
1691,1.6,2.3,2.8,4
1691,1.5,2.5,2.8,5
9898,2.9,2.7,2.6,1
9898,1.8,2.5,3.0,2
9898,1.4,3.0,2.8,3
9898,1.5,1.5,2.6,4
9898,1.2,1.9,2.8,5
11525,2.5,2.8,3.0,1
11525,2.6,3.0,3.0,2
11525,1.9,2.4,2.9,3
11525,1.4,2.5,3.0,4
11525,1.9,2.7,3.0,5
9224,1.5,1.3,2.9,1
9224,1.0,1.9,2.6,2
9224,0.9,2.0,2.9,3
9224,0.8,1.6,2.7,4
9224,0.8,1.9,2.6,5
14619,2.0,2.4,3.0,1
14619,1.9,2.6,3.0,2
14619,1.5,2.6,2.7,3
14619,1.5,2.7,2.9,4
14619,1.1,2.5,3.0,5
12823,2.2,2.2,2.7,1
12823,1.4,2.4,3.0,2
12823,1.8,2.0,3.0,3
12823,1.8,2.4,3.0,4
12823,1.6,2.7,2.8,5
6785,1.7,1.3,2.9,1
6785,1.1,1.7,3.0,2
6785,0.7,2.4,3.0,3
6785,0.5,1.9,3.0,4
6785,0.5,1.9,3.0,5
9323,1.7,2.8,2.6,1
9323,0.7,1.6,3.0,2
9323,0.5,1.1,2.8,3
9323,0.4,1.2,2.8,4
9323,0.9,1.6,2.4,5
11838,2.2,2.7,2.7,1
11838,1.3,1.1,2.7,2
11838,1.9,1.1,2.9,3
11838,1.2,1.6,2.9,4
11838,1.0,2.0,2.8,5
13127,2.2,2.7,2.9,1
13127,1.5,1.8,2.5,2
13127,1.8,2.7,2.8,3
13127,1.8,2.5,2.9,4
13127,1.2,2.3,3.0,5
13213,1.8,2.6,3.0,1
13213,2.3,3.0,3.0,2
13213,1.4,3.0,2.8,3
13213,1.2,3.0,3.0,4
13213,1.5,2.9,3.0,5
12110,1.7,2.3,2.8,1
12110,0.6,2.8,2.5,2
12110,0.6,2.8,2.9,3
12110,1.0,2.5,2.8,4
12110,0.8,2.0,2.8,5
6439,3.0,2.9,2.9,1
6439,2.1,2.6,2.7,2
6439,1.8,2.8,2.9,3
6439,2.4,2.3,3.0,4
6439,2.1,2.3,3.0,5
1269,1.8,2.7,2.4,1
1269,1.6,2.5,2.6,2
1269,1.7,2.7,2.4,3
1269,1.2,2.6,2.9,4
1269,1.4,2.3,2.9,5
1646,1.8,1.7,2.7,1
1646,1.0,1.0,2.5,2
1646,0.8,1.8,2.9,3
1646,0.4,0.8,2.8,4
1646,0.5,1.1,2.8,5
3828,2.3,2.0,2.7,1
3828,1.9,1.9,2.7,2
3828,0.9,1.6,2.4,3
3828,1.2,1.9,2.9,4
3828,1.0,2.3,2.7,5
9991,2.4,2.8,2.2,1
9991,1.8,2.7,2.7,2
9991,1.8,2.6,2.6,3
9991,1.4,2.1,2.7,4
9991,1.5,2.1,2.7,5
502,1.6,2.5,2.8,1
502,0.6,1.6,2.7,2
502,0.4,1.4,2.6,3
502,0.5,1.2,2.9,4
502,0.5,1.2,2.9,5
13644,1.2,3.0,2.9,1
13644,2.5,3.0,2.9,2
13644,0.5,2.6,2.9,3
13644,0.1,1.7,3.0,4
13644,0.6,2.1,2.9,5
1135,2.4,3.0,2.7,1
1135,2.7,1.6,2.5,2
1135,2.4,1.6,3.0,3
1135,2.7,1.9,2.5,4
1135,3.0,1.7,2.7,5
7830,0.6,1.5,2.7,1
7830,0.6,1.1,2.7,2
7830,0.8,1.2,2.4,3
7830,1.0,1.5,2.7,4
7830,0.5,1.6,2.5,5
1622,0.5,1.8,2.7,1
1622,0.8,1.3,3.0,2
1622,1.0,1.8,2.6,3
1622,0.6,1.2,2.7,4
1622,0.9,1.1,2.8,5
2924,1.5,1.7,2.9,1
2924,1.6,1.3,2.9,2
2924,1.0,1.6,2.7,3
2924,1.1,1.6,2.7,4
2924,1.1,1.6,2.9,5
11557,2.4,2.6,2.5,1
11557,1.6,2.3,2.8,2
11557,1.8,2.2,2.5,3
11557,0.9,2.3,2.6,4
11557,0.9,1.1,2.6,5
5490,1.3,2.5,2.5,1
5490,0.9,2.4,2.8,2
5490,1.1,2.2,2.8,3
5490,1.3,1.6,2.2,4
5490,0.9,1.5,2.6,5
7532,2.2,2.8,2.6,1
7532,2.2,2.7,2.9,2
7532,1.2,2.4,2.7,3
7532,1.1,2.7,2.5,4
7532,1.5,2.3,2.9,5
13184,1.1,2.7,3.0,1
13184,0.8,2.7,3.0,2
13184,0.6,2.5,2.8,3
13184,0.8,2.9,2.9,4
13184,1.0,2.1,2.9,5
1194,2.4,3.0,2.6,1
1194,2.1,2.7,3.0,2
1194,1.8,2.2,2.7,3
1194,2.1,2.7,2.9,4
1194,1.5,2.3,3.0,5
4781,1.6,1.4,2.6,1
4781,0.6,1.5,2.5,2
4781,0.4,2.5,2.6,3
4781,0.3,2.1,2.3,4
4781,0.1,2.4,2.7,5
7771,2.6,2.8,2.7,1
7771,2.2,2.5,2.6,2
7771,1.9,2.4,2.6,3
7771,1.5,1.9,2.9,4
7771,1.6,1.9,2.6,5
14351,1.1,1.1,2.5,1
14351,1.1,2.0,2.8,2
14351,1.1,1.7,2.5,3
14351,0.7,1.5,3.0,4
14351,0.7,1.4,2.7,5
7400,1.9,2.1,2.6,1
7400,1.7,2.2,2.7,2
7400,1.6,2.2,3.0,3
7400,1.4,2.2,2.8,4
7400,1.5,2.1,2.7,5
4413,1.5,2.6,2.5,1
4413,1.1,2.3,2.9,2
4413,1.2,2.1,2.9,3
4413,1.2,2.1,2.5,4
4413,1.0,1.3,2.8,5
734,1.9,2.8,2.7,1
734,1.9,2.2,2.7,2
734,1.9,1.6,2.9,3
734,1.9,2.0,2.6,4
734,1.2,1.9,2.8,5
8418,0.6,2.6,2.8,1
8418,0.7,2.7,2.7,2
8418,1.0,3.0,2.9,3
8418,2.0,2.6,3.0,4
8418,1.3,2.4,2.5,5
7086,1.5,1.7,2.5,1
7086,1.4,2.6,2.3,2
7086,1.8,2.4,2.6,3
7086,1.5,2.4,2.5,4
7086,1.9,2.3,2.6,5
2539,1.6,1.1,2.6,1
2539,1.4,1.6,2.6,2
2539,1.3,1.5,2.8,3
2539,0.8,1.6,2.6,4
2539,1.1,1.6,2.5,5
14257,1.1,1.2,3.0,1
14257,1.0,2.5,2.7,2
14257,0.9,2.4,3.0,3
14257,1.0,1.6,3.0,4
14257,1.0,2.3,2.7,5
7356,1.6,2.0,2.8,1
7356,1.6,2.3,2.8,2
7356,1.4,2.1,2.8,3
7356,1.4,2.0,2.8,4
7356,1.3,1.7,2.8,5
6702,2.4,2.7,2.9,1
6702,2.5,2.3,2.9,2
6702,1.8,2.8,2.7,3
6702,2.3,2.9,3.0,4
6702,1.8,2.9,3.0,5
2628,1.8,1.5,2.9,1
2628,0.9,2.7,2.9,2
2628,0.9,2.6,2.8,3
2628,0.6,2.6,3.0,4
2628,0.3,1.8,3.0,5
3564,1.0,0.8,2.5,1
3564,1.1,0.6,2.9,2
3564,0.7,0.7,2.5,3
3564,0.9,0.9,2.9,4
3564,0.9,0.5,2.7,5
9014,1.6,1.0,2.7,1
9014,1.8,1.3,2.7,2
9014,1.2,1.1,2.8,3
9014,1.4,0.6,2.6,4
9014,1.6,0.9,2.7,5
5313,0.7,1.8,2.8,1
5313,0.3,2.1,2.6,2
5313,0.3,1.4,2.8,3
5313,0.3,1.1,2.6,4
5313,0.5,1.4,2.4,5
3472,0.8,2.1,2.9,1
3472,0.5,1.3,2.9,2
3472,0.5,2.5,2.6,3
3472,0.6,1.9,2.7,4
3472,0.9,1.4,2.7,5
5177,1.8,2.4,2.9,1
5177,1.2,2.7,3.0,2
5177,0.6,2.4,2.6,3
5177,0.5,2.4,2.7,4
5177,0.6,2.4,2.7,5
7121,1.5,2.1,2.9,1
7121,0.2,1.1,2.5,2
7121,0.4,1.2,2.6,3
7121,0.3,2.0,2.6,4
7121,0.2,1.8,2.9,5
6056,1.3,1.0,3.0,1
6056,0.8,0.9,2.9,2
6056,0.8,1.3,3.0,3
6056,0.6,1.0,2.9,4
6056,0.4,1.6,2.9,5
1476,0.4,1.2,2.5,1
1476,0.5,1.2,2.8,2
1476,0.5,1.4,3.0,3
1476,0.5,1.2,2.6,4
1476,0.5,1.3,2.4,5
12413,1.5,1.7,2.6,1
12413,1.9,0.9,2.9,2
12413,1.3,1.6,2.8,3
12413,1.1,1.5,2.8,4
12413,1.2,1.8,2.8,5
13815,1.7,1.8,2.8,1
13815,0.9,2.9,3.0,2
13815,0.8,3.0,3.0,3
13815,0.8,2.3,2.9,4
13815,0.8,2.4,3.0,5
13027,1.5,2.9,3.0,1
13027,0.7,2.4,2.9,2
13027,1.0,2.4,2.9,3
13027,1.2,3.0,2.8,4
13027,1.1,2.9,2.7,5
13958,1.3,2.1,2.8,1
13958,0.9,2.2,2.7,2
13958,0.7,1.0,2.8,3
13958,0.6,1.2,2.4,4
13958,0.9,1.3,2.8,5
3059,2.5,3.0,2.9,1
3059,0.8,2.7,3.0,2
3059,0.8,3.0,3.0,3
3059,0.8,3.0,3.0,4
3059,0.9,2.7,3.0,5
3358,2.0,2.5,2.6,1
3358,1.7,2.0,2.9,2
3358,1.5,2.4,2.7,3
3358,1.2,1.6,2.2,4
3358,0.9,1.9,3.0,5
3033,2.4,2.5,2.5,1
3033,2.1,2.2,2.8,2
3033,2.0,2.2,2.6,3
3033,1.3,3.0,2.7,4
3033,1.0,2.5,2.8,5
6715,1.8,2.1,3.0,1
6715,1.4,1.7,3.0,2
6715,0.8,2.9,3.0,3
6715,1.0,2.9,2.8,4
6715,0.8,2.6,3.0,5
5105,2.0,2.0,2.7,1
5105,1.1,1.9,2.6,2
5105,1.2,1.7,2.8,3
5105,0.9,1.7,2.7,4
5105,1.0,1.5,2.8,5
7516,1.6,1.5,2.5,1
7516,0.9,3.0,2.7,2
7516,0.4,2.3,2.9,3
7516,0.4,2.2,2.6,4
7516,1.2,2.9,3.0,5
12604,2.5,3.0,3.0,1
12604,2.7,3.0,3.0,2
12604,2.4,3.0,2.9,3
12604,2.4,3.0,3.0,4
12604,2.4,2.7,2.7,5
802,1.6,3.0,2.7,1
802,1.3,2.8,2.6,2
802,1.3,2.9,2.8,3
802,1.1,2.7,2.7,4
802,1.2,2.9,2.9,5
12121,1.2,1.7,2.6,1
12121,1.4,2.0,2.7,2
12121,1.2,2.8,2.6,3
12121,0.7,2.7,2.8,4
12121,0.7,1.4,2.6,5
7658,0.4,1.0,2.8,1
7658,0.7,2.3,2.4,2
7658,0.7,1.1,2.9,3
7658,0.5,1.2,2.2,4
7658,0.9,1.2,2.6,5
2267,1.1,1.3,2.8,1
2267,1.0,1.6,2.8,2
2267,0.6,1.8,2.9,3
2267,0.9,1.8,3.0,4
2267,1.0,2.0,2.7,5
7469,2.7,3.0,2.9,1
7469,2.3,2.7,3.0,2
7469,1.5,2.1,2.8,3
7469,1.2,2.6,2.9,4
7469,1.2,2.8,3.0,5
13922,2.6,2.7,2.4,1
13922,1.2,2.7,2.7,2
13922,0.8,1.5,2.7,3
13922,0.9,1.9,2.3,4
13922,0.7,1.6,2.9,5
6616,1.9,2.2,2.6,1
6616,1.4,2.4,2.7,2
6616,1.4,2.4,2.7,3
6616,1.5,2.4,2.7,4
6616,1.7,2.5,2.7,5
12031,2.8,2.3,2.7,1
12031,1.0,1.6,2.8,2
12031,0.8,2.5,2.9,3
12031,0.6,1.6,2.5,4
12031,0.8,2.6,2.9,5
8719,2.7,2.7,2.9,1
8719,1.5,2.7,3.0,2
8719,1.5,2.4,2.9,3
8719,1.5,2.6,3.0,4
8719,1.5,2.3,3.0,5
8928,1.7,2.9,2.7,1
8928,1.0,2.4,2.9,2
8928,1.0,3.0,2.9,3
8928,1.2,2.9,2.7,4
8928,1.3,2.3,2.8,5
7238,3.0,2.8,3.0,1
7238,2.7,3.0,3.0,2
7238,2.3,2.7,3.0,3
7238,1.7,3.0,2.9,4
7238,2.0,3.0,2.8,5
286,1.8,2.5,2.8,1
286,1.8,2.1,2.4,2
286,1.2,2.1,2.0,3
286,0.8,1.1,2.9,4
286,1.8,1.8,2.8,5
4600,2.9,2.8,2.9,1
4600,1.7,2.0,2.8,2
4600,1.8,1.7,3.0,3
4600,1.8,2.1,3.0,4
4600,2.0,1.9,2.7,5
3866,2.5,2.8,2.4,1
3866,0.6,2.9,2.6,2
3866,0.9,1.7,2.6,3
3866,0.3,1.2,2.8,4
3866,0.6,1.0,2.6,5
11178,1.3,1.3,2.9,1
11178,1.0,1.4,2.9,2
11178,0.9,1.5,2.3,3
11178,0.7,2.1,2.7,4
11178,0.9,2.0,2.7,5
14552,1.0,1.5,2.8,1
14552,0.3,1.7,2.8,2
14552,0.2,2.2,2.8,3
14552,0.4,2.0,2.5,4
14552,0.1,2.0,2.8,5
5012,2.2,2.4,2.7,1
5012,1.3,2.1,2.5,2
5012,0.7,1.7,2.5,3
5012,1.3,1.9,2.5,4
5012,0.9,2.6,2.6,5
8821,0.7,2.0,2.7,1
8821,0.1,1.2,2.7,2
8821,0.4,1.2,3.0,3
8821,0.3,0.8,2.9,4
8821,0.4,0.9,2.9,5
5270,1.6,1.4,2.6,1
5270,0.8,0.9,2.6,2
5270,0.9,1.2,2.7,3
5270,0.4,1.0,2.6,4
5270,0.4,2.1,2.8,5
570,2.1,2.0,2.5,1
570,0.8,1.2,2.9,2
570,0.8,0.9,2.9,3
570,0.7,1.4,2.7,4
570,0.6,0.9,2.4,5
6353,1.0,1.7,2.9,1
6353,1.3,2.4,2.8,2
6353,0.4,2.7,2.8,3
6353,0.2,2.3,2.7,4
6353,0.4,2.3,2.8,5
7800,1.3,1.2,2.7,1
7800,0.6,1.0,2.7,2
7800,0.5,1.0,3.0,3
7800,0.4,1.0,2.9,4
7800,0.7,1.1,3.0,5
4581,1.4,2.8,3.0,1
4581,1.7,2.1,2.6,2
4581,1.2,2.2,2.9,3
4581,1.6,2.0,2.8,4
4581,1.2,2.2,2.8,5
3803,2.1,1.1,2.9,1
3803,1.5,2.4,3.0,2
3803,0.7,2.6,2.8,3
3803,0.7,2.9,2.8,4
3803,0.5,2.7,2.8,5
4267,1.2,2.3,2.7,1
4267,1.0,2.3,2.8,2
4267,1.0,1.5,2.4,3
4267,0.8,1.0,3.0,4
4267,0.7,1.0,3.0,5
5627,2.7,2.7,2.5,1
5627,1.6,2.1,2.6,2
5627,1.1,2.6,2.5,3
5627,0.5,2.7,2.3,4
5627,0.4,2.8,2.7,5
531,3.0,2.8,2.5,1
531,1.7,0.9,2.7,2
531,0.7,0.9,2.8,3
531,0.9,1.7,2.7,4
531,0.6,1.2,2.7,5
6220,1.4,1.6,2.6,1
6220,0.5,1.6,3.0,2
6220,0.6,1.7,2.9,3
6220,0.5,1.3,2.7,4
6220,0.5,1.1,2.7,5
1906,2.5,2.9,2.9,1
1906,2.4,2.9,2.8,2
1906,2.4,2.7,3.0,3
1906,2.4,2.4,2.9,4
1906,2.6,2.4,3.0,5
8807,0.7,1.3,3.0,1
8807,0.5,1.9,2.6,2
8807,0.3,1.1,2.7,3
8807,0.2,1.1,2.8,4
8807,0.3,2.2,2.6,5
12691,1.9,2.2,2.6,1
12691,1.7,2.2,2.8,2
12691,1.6,2.4,2.9,3
12691,1.4,2.5,2.7,4
12691,1.4,2.5,2.9,5
812,2.4,3.0,2.7,1
812,2.4,2.7,3.0,2
812,1.9,3.0,2.9,3
812,1.6,2.5,2.7,4
812,1.4,2.5,3.0,5
8092,2.7,2.8,2.8,1
8092,2.4,2.9,2.7,2
8092,1.4,3.0,2.8,3
8092,1.7,2.5,2.7,4
8092,1.6,2.2,3.0,5
709,2.2,2.3,2.6,1
709,1.3,2.3,2.9,2
709,0.9,1.7,2.8,3
709,1.2,1.7,2.6,4
709,1.1,2.0,2.9,5
3363,1.9,2.4,3.0,1
3363,1.5,2.1,2.7,2
3363,0.6,1.6,2.7,3
3363,0.9,1.6,2.7,4
3363,0.9,1.7,2.8,5
5084,2.4,2.9,2.8,1
5084,2.3,2.9,2.7,2
5084,2.1,2.9,2.9,3
5084,2.0,2.9,2.8,4
5084,2.1,2.9,2.6,5
13696,1.9,2.0,2.7,1
13696,1.6,2.7,2.9,2
13696,1.1,1.8,2.6,3
13696,0.9,0.6,2.9,4
13696,0.8,1.4,2.6,5
11935,1.3,2.4,2.7,1
11935,1.4,2.1,2.7,2
11935,1.5,2.5,2.7,3
11935,1.2,2.5,2.7,4
11935,2.1,1.8,2.8,5
3422,2.1,2.7,2.9,1
3422,1.1,2.4,2.8,2
3422,0.3,2.2,2.2,3
3422,0.4,2.4,2.8,4
3422,0.3,2.4,2.7,5
57,2.8,3.0,3.0,1
57,2.6,2.7,3.0,2
57,2.3,2.7,2.9,3
57,2.0,2.8,2.9,4
57,2.3,2.5,2.9,5
12578,1.3,2.1,2.7,1
12578,1.3,2.5,2.5,2
12578,1.1,2.5,2.9,3
12578,1.1,2.7,2.8,4
12578,0.8,2.2,2.8,5
13981,2.6,2.6,3.0,1
13981,2.3,2.5,2.7,2
13981,1.0,2.3,2.4,3
13981,0.5,2.3,2.6,4
13981,0.6,1.7,3.0,5
11715,1.2,2.0,2.5,1
11715,0.8,1.2,2.8,2
11715,0.2,1.0,2.6,3
11715,0.3,0.7,2.8,4
11715,0.4,0.9,2.6,5
3990,1.7,2.8,2.5,1
3990,1.1,2.3,2.9,2
3990,0.9,2.2,2.9,3
3990,0.9,2.4,2.8,4
3990,0.8,2.3,2.9,5
13477,0.6,0.6,2.5,1
13477,1.0,0.9,2.7,2
13477,0.1,1.1,3.0,3
13477,0.7,1.0,2.9,4
13477,0.7,0.9,2.6,5
6245,0.6,2.1,3.0,1
6245,0.4,1.6,2.9,2
6245,0.3,1.1,3.0,3
6245,0.1,1.6,2.6,4
6245,0.2,1.0,3.0,5
6538,1.2,1.9,2.7,1
6538,0.8,1.5,2.9,2
6538,0.7,1.6,3.0,3
6538,1.0,2.4,2.8,4
6538,1.2,2.2,2.9,5
1005,1.7,3.0,3.0,1
1005,1.0,1.8,3.0,2
1005,0.9,2.2,3.0,3
1005,1.0,2.4,3.0,4
1005,1.0,2.3,3.0,5
6897,1.9,2.8,2.7,1
6897,1.5,3.0,3.0,2
6897,1.1,2.4,2.9,3
6897,0.6,2.2,3.0,4
6897,1.0,2.1,3.0,5
2009,2.8,2.5,3.0,1
2009,2.3,2.6,3.0,2
2009,2.3,3.0,2.9,3
2009,2.0,2.7,2.9,4
2009,2.2,2.7,3.0,5
10428,1.4,1.5,2.6,1
10428,1.1,2.7,2.9,2
10428,1.0,1.9,2.5,3
10428,1.0,2.2,2.7,4
10428,1.1,1.6,2.4,5
5817,1.3,1.8,2.8,1
5817,1.3,2.1,3.0,2
5817,0.9,2.9,3.0,3
5817,0.8,2.8,2.9,4
5817,0.8,2.9,3.0,5
4071,1.2,0.9,2.6,1
4071,1.1,0.9,2.7,2
4071,1.0,0.7,2.5,3
4071,0.3,0.5,2.6,4
4071,0.4,1.1,2.8,5
8589,0.4,1.2,2.8,1
8589,0.6,2.9,3.0,2
8589,0.7,2.1,2.9,3
8589,0.7,1.4,3.0,4
8589,0.7,2.4,3.0,5
3886,2.3,2.8,2.6,1
3886,2.1,2.8,2.7,2
3886,2.1,2.6,3.0,3
3886,2.2,2.5,2.4,4
3886,1.2,2.5,2.5,5
2428,1.2,1.6,2.3,1
2428,1.1,1.2,2.7,2
2428,1.0,1.4,2.6,3
2428,1.1,1.8,2.9,4
2428,0.2,0.8,2.7,5
8910,1.1,2.7,2.8,1
8910,0.1,1.0,2.8,2
8910,0.2,1.1,2.8,3
8910,0.1,1.7,2.8,4
8910,0.0,1.7,2.6,5
8899,1.5,3.0,2.9,1
8899,0.3,3.0,2.7,2
8899,0.0,3.0,2.8,3
8899,0.1,2.9,2.6,4
8899,0.1,2.7,2.8,5
5818,1.9,2.4,2.9,1
5818,0.6,2.4,3.0,2
5818,0.6,1.9,3.0,3
5818,0.5,1.9,3.0,4
5818,0.6,1.9,2.9,5
11727,0.6,0.7,2.8,1
11727,0.5,0.8,2.6,2
11727,0.5,0.5,2.8,3
11727,0.2,0.8,2.8,4
11727,0.2,0.9,2.6,5
13151,1.4,1.6,2.5,1
13151,1.0,1.2,2.6,2
13151,0.4,1.1,2.6,3
13151,0.1,1.1,2.8,4
13151,0.4,0.8,3.0,5
6475,2.5,3.0,3.0,1
6475,1.6,2.7,3.0,2
6475,1.4,2.5,2.9,3
6475,1.2,2.4,2.8,4
6475,1.9,2.5,2.9,5
14547,2.8,2.6,3.0,1
14547,0.7,2.5,3.0,2
14547,0.4,1.6,3.0,3
14547,0.6,1.4,2.8,4
14547,0.5,1.8,3.0,5
4387,0.8,1.4,2.7,1
4387,0.4,2.7,2.8,2
4387,0.8,2.7,2.4,3
4387,0.4,2.7,2.7,4
4387,1.2,2.7,2.7,5
13081,3.0,3.0,2.9,1
13081,1.9,1.2,2.9,2
13081,1.0,1.9,2.6,3
13081,1.1,2.1,2.9,4
13081,1.7,1.8,2.5,5
846,3.0,2.9,2.8,1
846,2.4,2.7,2.8,2
846,2.0,3.0,3.0,3
846,1.9,3.0,2.9,4
846,2.1,2.8,3.0,5
5607,2.7,2.7,2.8,1
5607,2.1,3.0,2.6,2
5607,1.6,2.9,2.8,3
5607,1.3,2.8,2.3,4
5607,1.3,3.0,2.5,5
6554,2.1,2.2,3.0,1
6554,1.6,1.9,2.7,2
6554,0.9,1.3,2.5,3
6554,0.5,1.9,2.8,4
6554,0.9,2.3,2.8,5
4716,2.1,2.9,2.7,1
4716,2.5,2.7,2.8,2
4716,0.9,2.3,2.9,3
4716,0.9,2.1,2.8,4
4716,0.9,1.8,2.6,5
576,1.0,2.2,2.7,1
