x_tsne,y_tsne,topic
-0.208808489737,4.38929720137,F
-3.39497166364,2.74744976234,F
-3.03701656277,-0.667200860344,F
-4.48213320413,2.86144412368,F
-4.40370869721,1.38395582221,F
-1.52044580889,-3.85757870593,F
-1.60108629034,-4.68511247694,F
0.0772213722281,1.42947700134,F
-4.1415475283,2.19979179311,F
-1.35945928592,2.58884552972,F
-3.0662241641,-1.47727557097,F
-0.325444255684,4.94477792405,F
-4.34044592864,1.60083426146,F
-2.40825770044,0.217657294853,F
-4.15482832359,-0.0718284560137,F
0.0640093055056,3.63677188053,F
-3.94599678756,1.16524020519,F
-4.36478814257,-1.64368142935,F
-2.74599574027,-1.04549974207,F
-4.34544934358,3.03708753032,F
-4.99508434773,-2.8273220156,F
-1.27629299967,5.39105471241,F
-2.33681647817,-0.809281595855,F
-2.59407285574,1.43562746992,F
-4.2741659814,-1.11607912746,F
-4.72867549161,-0.610263914996,F
-2.44204632225,-0.402355252665,F
-1.16563893553,3.98215365097,F
-3.91636412499,0.323461093977,F
-0.436493005259,4.00709578443,F
-3.43068902366,1.04130008285,F
-5.29742643952,-0.397247838193,F
-3.35262334674,-3.21672750275,F
-4.75004857807,1.30832113375,F
-3.50744520615,2.509274332,F
-2.16300275668,2.13764245832,F
-1.75101994185,-0.108020501765,F
-4.64640342087,1.39763722666,F
-4.47435029884,3.30385527167,F
-0.497121257667,-2.91247621727,F
-4.61233988853,1.79014346002,F
-4.91114578741,2.1322403004,F
-1.0690559739,-0.907403810876,F
-2.33060659116,0.434247308697,F
-4.66684773278,1.36344448893,F
-4.297372878,0.566309617387,F
-4.6558358128,1.95550069408,F
-1.50250939313,-1.75350353001,F
-3.72804430275,-2.27487918145,F
-4.62021388705,2.95591446009,F
-3.90372787178,-2.25410828469,E
4.87759160572,-3.42867061295,E
-1.72955531197,-2.13850119431,E
-1.56686317261,-1.66625708074,E
-0.344893455879,-2.68739071852,E
0.721584663101,-2.23021859359,E
3.37672139428,-3.98912832623,E
-0.613582073461,-3.53593732917,E
-2.35052241849,-0.558945667495,E
-1.16695020001,-0.329696987168,E
-1.24408697989,-1.84930298984,E
2.25304975776,-5.56798909049,E
1.49821480989,-1.62779893614,E
1.7158650485,-0.949933217644,E
0.29641298816,-2.55275364809,E
0.13220912669,-2.56106756672,E
-1.2861484527,-3.08396470392,E
-1.50897736292,0.0768918874253,E
-2.48223779893,-0.994907226211,E
-1.60403818675,-2.10736505835,E
-1.64682399001,-2.09624822467,E
-2.08321973613,-2.86608997552,E
-1.16559140194,-3.78653786262,E
-3.84282866774,-3.95396832046,E
3.72160411654,-2.94109016748,E
-0.228534329961,-4.77515335104,E
-3.90233865439,-4.06721685449,E
0.455115918254,-2.50426110912,E
-3.39193100195,1.07453452407,E
-0.366082118581,-2.55248101571,E
-2.76665070082,0.604300908761,E
0.670807702101,-3.17875108299,E
-1.38316259337,0.221392475516,E
0.757515111438,-2.477124078,E
-0.772469387929,-2.7129570259,E
3.70745045184,-2.81459985648,E
-0.819492582634,-2.85941712863,E
-1.49811451032,-0.447992963599,E
-1.44512709807,0.293317748363,E
1.69161630403,-3.19392614338,E
-0.111829236769,-1.83400860381,E
3.22203293155,-1.89850763432,E
-1.51612708866,0.592957929995,E
2.67264886288,-2.42779416451,E
-1.37636462799,-2.15750393089,E
2.44308830924,-1.39039972262,E
-1.3314607968,-1.90142084038,E
-3.15768641763,-2.27401934507,E
0.235922359945,0.387741022151,E
-1.52131728958,-1.47487905821,E
4.25298630287,-1.16715188811,A
2.82765397522,-0.706268342202,A
4.49711856316,-2.01428890805,A
1.02233540124,3.66888189585,A
1.07816602154,1.53258055402,A
4.99331528601,0.380461833601,A
4.74505109059,0.590306966859,A
2.96904285457,-1.52220735139,A
-1.39818004463,-1.41791336805,A
0.183803116031,-5.86857751847,A
5.07613905121,-1.25228762597,A
5.20074109178,0.650309825691,A
5.10750971639,-0.409860738239,A
-1.03690281198,-5.36615358273,A
-2.31629988192,-1.86420849182,A
-0.648964886586,3.04106710985,A
-0.76051938633,-3.05478719595,A
5.20074109178,0.650309825691,A
4.72008146852,0.283035695308,A
2.45574011944,-3.12453928194,A
0.875546887608,-0.826248385476,A
-3.578985906,-1.05070412918,A
-3.98701222993,0.0964236050857,A
3.88812135082,-0.643893990065,A
3.04554271804,0.480558430126,A
4.94284977704,-0.652518061931,A
0.951303150196,-1.2225365561,A
3.35323543147,0.540981149675,A
-0.401533010146,0.418126774038,A
3.68330008781,-1.34100607775,A
3.37381149894,-0.391088227445,A
4.51993098067,-0.618941971703,A
2.70777450416,0.835463049353,A
4.25659296444,0.116943944877,A
5.63378733806,1.10039509428,A
2.65764293652,-2.27284094142,A
-0.130053478171,1.76016365636,A
1.77949890524,3.63240144676,A
4.73747499984,0.214446259322,A
5.4195763154,0.810576305531,A
2.69174042694,0.869165090046,A
-1.32047331854,-4.10101978409,A
4.74605410922,-0.694920427721,A
2.98463537015,-0.117979436863,A
4.94284977704,-0.652518061931,A
5.00179556374,-0.997947134215,A
-4.93704855177,-2.76086366614,A
5.23011526579,-0.821019397186,A
3.70799823891,-1.38579201495,A
2.95249213045,-0.984280812528,A
-4.06070854685,2.97988569179,D
3.64450611,2.63147804336,D
-2.83929565799,-0.720061698875,D
1.1234242427,5.04443399686,D
-3.73540072012,4.6191651628,D
-2.38210840207,3.56790833938,D
0.751960264276,3.19156125404,D
-2.97083966806,4.58795493294,D
5.62746008856,0.935257532895,D
-1.95499219993,6.05133811158,D
-4.47935954611,3.53087923023,D
4.70731255753,2.29381800911,D
-3.92712962428,-1.21589437475,D
3.28242352692,3.79211291051,D
2.36584121692,5.14416428875,D
4.91501429817,1.97485293298,D
4.04325434604,1.52389153571,D
-3.69774124281,4.55189882527,D
0.992610982613,4.21590629895,D
3.90349289744,1.94807776681,D
-1.0896739893,5.19889689325,D
-2.90009908976,-1.58380779683,D
-1.38967268272,6.10267191079,D
5.27077636368,-0.129031579606,D
-1.40978540643,6.00466194869,D
-2.0767252061,3.85723903726,D
-1.83471437415,1.29504653439,D
-3.07747332229,3.08156543678,D
3.4144798058,-1.67862581332,D
-1.94778074136,2.4114613491,D
-2.99701163365,4.68498188524,D
3.53791076681,3.82391956051,D
1.63613445272,2.35488394296,D
-1.16049088594,3.5850549717,D
-3.2969220125,3.94882509692,D
-1.3824667747,5.53363788229,D
-4.33999353152,2.44965510536,D
-0.835363606794,5.39747949698,D
-1.43887161123,4.32467364436,D
4.19549903633,3.82317044981,D
-3.48360449537,3.90771060672,D
1.14620801592,2.46533764719,D
4.30941122083,3.47913931732,D
-0.125274652693,-3.30520345722,D
-0.492094016288,3.22077067996,D
-3.07384151876,4.58134736483,D
0.965528266573,4.94483427647,D
1.37725928907,2.84775488528,D
3.60952885551,2.30542471984,D
3.82011996122,3.12757851621,D
2.08154569097,1.75002730798,B
2.6961419256,-1.15164861157,B
0.434227798407,2.71614622796,B
0.434227798407,2.71614622796,B
2.98362152219,0.546316377304,B
2.17442568706,-0.544944042954,B
2.89147007318,0.286049475618,B
2.88916268568,1.83341267554,B
0.480133072736,2.6927127058,B
0.976028914589,-0.983448946975,B
2.50031135375,-3.05676092616,B
0.0889401860922,0.931900444373,B
3.6661689096,-2.44543802959,B
0.235161432434,-3.47767067076,B
-1.84297857578,-4.65272833609,B
3.97971575869,0.91177207454,B
1.80200285348,-0.655358090284,B
3.73438673435,-3.21787681459,B
-2.45959552469,2.58330854313,B
1.93209315205,-0.156612889506,B
2.93645192777,1.14301923033,B
2.91902583569,1.08965905138,B
2.40385044649,-1.40579450538,B
-0.795723707242,2.85588615672,B
0.0480990245441,-1.82358145959,B
2.26520344694,2.17362972677,B
1.33114389507,2.27212022615,B
0.350196640866,0.601175248772,B
3.013968964,-0.453685504187,B
3.95807877265,1.08822990484,B
2.59821461489,0.380796347928,B
3.13699176206,2.11021204359,B
1.35645465711,1.45553506311,B
3.30568968599,0.555335945316,B
1.28719222255,0.258193906553,B
2.86989072106,2.08659374871,B
3.53795783497,-3.3118076286,B
4.52253224045,-4.2913167454,B
3.30158036841,0.897833227793,B
-1.04706671832,3.85319212022,B
2.47060866052,0.815524075203,B
3.20748743185,0.786564401332,B
2.6933529265,0.842321568042,B
3.35693806927,1.83684836732,B
2.27018142333,1.01221426911,B
2.466963244,2.48654673793,B
2.5292213402,1.18452504717,B
2.7886453475,0.460463945067,B
2.77562901828,1.85965152121,B
4.22992227477,1.17731455651,B
-1.63578096155,-4.49099011006,C
-2.47359281969,-4.77031425515,C
-1.28868564307,-4.12430459729,C
-0.646144367539,5.56641805847,C
0.0597967247564,-3.55963175813,C
-5.35300388977,-1.51716179414,C
0.961414262932,-1.64648152953,C
0.880891937137,-4.6088678665,C
4.81470493916,-2.318526061,C
3.9512276036,4.33810563963,C
5.04285492883,-3.61598344013,C
-5.08629807061,-1.54698061878,C
-2.04530834578,0.128208387729,C
0.58807294685,-1.96023483629,C
-1.25262109691,-0.0197728672947,C
-2.52962503003,0.707027922721,C
-1.5121683367,-0.629423717428,C
-1.2636913364,-0.0837579160124,C
-0.903138743624,3.38198603616,C
-3.5603400036,-0.616238695288,C
-2.73673387252,-4.07031274357,C
2.61369713885,-5.27353717004,C
0.136489266068,-0.854686833612,C
-2.23573224891,0.0393253079151,C
2.83325146925,-5.34779333369,C
3.26029254356,-5.38091325792,C
2.28379998596,1.15674224475,C
4.27847444606,-2.49929240844,C
1.29041547172,-2.87051790697,C
2.00450267784,-4.00156002361,C
1.02887178259,-2.48284230805,C
-0.796275453054,5.38239626783,C
3.50680351557,-3.63035891546,C
4.51878527537,0.0400599873678,C
1.32887868841,-5.07737124895,C
2.44217420853,-5.87648513461,C
1.82675882478,0.648467727062,C
-5.30804394217,-1.44651623164,C
4.37572003962,-2.70960301663,C
2.80399282904,0.170885897918,C
1.89842964838,0.229499904715,C
3.78831305299,-3.10298618601,C
2.63219375319,5.25759918365,C
3.26777414468,-2.17644788323,C
2.56966814903,-4.78898760688,C
1.60108135183,-3.44196255715,C
5.95389846572,-1.18125082778,C
5.06348952703,0.556349944098,C
5.2085706927,-1.24469135715,C
-4.12321028415,-0.8971490133,C
0.853983082685,4.62688229662,G
1.49807323701,3.85837548538,G
2.1932460728,1.05938459393,G
1.25425055155,3.84116789974,G
1.90038259021,-0.684919502208,G
1.32767296751,1.41003185613,G
-0.650501799856,3.02805266275,G
-0.210026826701,4.68512986803,G
2.01277582778,4.49634632734,G
0.563447209736,3.12769028486,G
0.595277471535,3.60060215595,G
-0.6004755812,3.09020894544,G
0.91354156928,4.55040791955,G
-3.56871053184,4.53726275161,G
2.21279339888,-1.11073253382,G
1.1037626339,4.91241906837,G
-0.546013553237,0.685431308366,G
-0.825858442549,2.51157226435,G
0.870550669149,4.59346775757,G
0.915417462334,4.94124119123,G
1.34649070937,3.70305872632,G
-1.39630477134,1.63414091824,G
1.08692069945,4.87437274227,G
1.46466746618,3.46405252164,G
2.77078417531,-0.850905228693,G
2.03673852407,-1.26064914645,G
-0.343545640359,2.58620925224,G
0.838282224644,4.69527198835,G
0.83875909073,4.75641220339,G
-2.42731297586,6.16028780558,G
0.820576009289,3.16207813821,G
-4.22631100289,-0.317523852048,G
0.0154523025734,3.66175973362,G
-0.416375598652,-0.810997794454,G
4.69698786627,-0.735304538614,G
-0.980045781591,2.58051052627,G
-1.676242032,2.01466067827,G
2.81250168486,0.910682896974,G
0.675546436574,2.77717097923,G
0.560751382063,2.53627749949,G
-1.17933827036,2.43337091512,G
-2.11595637581,-0.442663956723,G
2.49369927701,3.70898152363,G
3.33402126807,-4.27605013069,G
1.42171331718,3.62519440647,G
2.17055154879,1.74056465679,G
1.43518629842,4.18088678766,G
1.91280144458,-1.29265489827,G
4.29206872264,-0.286973671967,G
1.39656503,3.62849863873,G
